text,percent
Usted está poniendo en riesgo la vida de la chica y la del bebé. Le quieren practicar cesárea con tan sólo 6 meses de gestación. Su útero aún no está preparado. Esta interfiriendo abiertamente en la justicia bajo una premisa falsa. Asesino.,0
DIOS ODIO EL AZUL PERO DE REPENTE ES MI COLOR FAVORITO,0
Arrastrado y traicionero que tiene que ver esa plasta con el ideario Artiguista?! ,0.2
"Te levantas, tomas una ducha, desayunas, te cepillas y sabes que al abrir la llave siempre aparecerá ella: ¡el agua!  Su origen: las áreas protegidas de Colombia . Chingaza es una de ellas, la fábrica de este líquido vital. Es nuestro seguro de vida . ",0.025
Se me apagó la computadora y se me quitó la inspiración para seguir redactando el trabajo de grado. ¡QUÉ BIEN!,0
Llévenme al cine,0
"Hasta los huevos de decir q compren 2 putas botellas o más, pero claro luego hace falta más y ustedes colocaos y yo no, igual q con el refresco, mi hijito si compras 1 de Ron, 2 de refresco de toda la vidaaaaa mi niñooo, ni puta idea tienen",0.6
"Mañana será un día propicio para ver a esos ancianos desde la madrugada, frente al banco para ver si pueden cobrar en efectivo la pensión. Ya nos están info desde temprano por la red, que solo será el pago electrónico. Pero igual ellos estarán presente pq les urge el efectivo.",0
Tu Butters marica!  que te corriste cada vez que me retabas que te busque!! Mermelero! ,0.3
A mi compañera de Universidad la acosa constantemente un tipo y apesar de que hizo la denuncia este sujeto no se ha detenido,0.15
"Me parece Tan Grosera, Tan Inrespetuosa, Calla A Todo El Mundo y nadies le Puede Decir nada.",0.325
"Es impresionante la cantidad de gente que se ha ido, maldito maduro",0.625
"CAPRILES TAMBIÉN LO TUVO, 

Y MIRA DONDE ESTAMOS

  ",0.125
" :   Pagar por un aeropuerto que no existirá. Por dios, tenemos al gobierno más estúpido de t…",0.625
" ¡Caracas, Carabobo, Táchira, Zulia, Cojedes, entre otros! Nuestro Pueblo y nuestros Diputados de la AN, único poder con la legitimidad, en Cabildos Abiertos rumbo al 23 de enero. Todos los venezolanos tenemos derecho y queremos decidir nuestro futuro como lo di…",0
"Te vi hoy, y me dio tristeza verte llorar. Pero me parece q tu madre es la no quiere dejar de ser el centro, es una lastima q ella no te sepa amar de una manera sana.",0.075
Que partidazo están haciendo estos cabrones,0.5
 Obviamente la zorra es Zorra hasta qué muere ojalá él año qué viene no estén ésas TROLASA,0.6
"Existen pretenciones colaboracionistas, están latentes. No en vano lo han advertido primero Allup, ayer Capriles y hoy Falcón. Quiénes debemos estar atentos y denunciarlos?  - Nosotros Ellos esperan solo el fracaso de Guaidó para entrar al diálogo que es igual a tiempo.",0.05
 Hace 10 años mi mamá no sabía ni prender la computadora. Estoy agradecida por eso.,0.025
"  Y las difundio porque seguro nunca habia visto una teta el virgo este jajsjjaj, hacet… ",1
Una imagen vale más que mil palabras.,0.05
¿Narcosur? Esto dijo Cabello sobre Duque y su idea para conformar organización suramericana ,0.05
 : Al parecer los oficialistas no son los únicos felices por el cierre de los periódicos en Venezuela …,0.275
 Hazme todo menos llorar.,0.025
"""Es mentira lo del desabasto. Mi primo fue a poner gasolina y nada más tardó media hora. Se les acabó el robo, prianistas"".  - Yonatan Cuitláguac, 22 años. No tiene carro. Vive en Veracruz; en su municipio ganó MORENA a pesar de que no tenían candidato.",0.075
Vivo con ganas de llorar y no entiendo PORQUE,0.025
si coger es rico imagínate coger una pistola y darle 8 tiros a nicolas maduro,0.575
"Detectives de Renca detuvieron a 5 sujetos por infracción a la ley de armas y tráfico de drogas. Se les incautó 4 armas, cargadores, munición, diversas drogas, elementos de dosificación, celulares, 2 máscaras y $557.440 en efectivo ",0
 MMGVO y COPRÓFAGO te dije ya; eres un pobre hombre.,0.65
 Este marica lame chácaras cree que sabe,0.6
"Espero que así como rezan y le “suplican a la virgen” cuando el bebé nazca, ustedes estén ahí para ofrecer ayudar, comida, ropa, y colaboren con la educación de ese nene. Es muy fácil sentar el orto y rezar nada mas",0
"¡Buen día! Felicidades a todos nuestros docentes en su día, nuestro reconocimiento a su loable labor. ""El maestro de niños debe ser sabio, ilustrado, filósofo y comunicativo, porque su oficio es formar hombres para la sociedad"". Simón Rodríguez",0
"Voy a estar siempre acá, cuando necesites hablar, llorar, un abrazo, un consejo, para todo. Si te hacen mal, los mando a matar, si te hacen bien, voy a estar ahí feliz por vos. Prometí estar siempre y no rompo mis promesas",0.125
mardito Alex mapeli q namora a Flávia charallo,0.5
"Necesito preguntar algo, pero me vería tan cuaima si lo hago que odioooooooooo",0.375
"Que vida de mierda,no puedo maas,que ganas de cagar muriendo aca nomas diooss",0.5
Que paja la entrega de diplomas ahora,0.45
"miren la carita de felicidad de wonho al ver a monbebe, estoy llorando basta  ",0.175
"""no entendés como son las cosas hoy? Negro de mierda“ como para arrancar el día ",0.8
Que mierda estar así,0.7
Que se cague por negro de mierda ,0.85
"Sé que soy muy necio, pero en serio, vean Naruto ",0.35
el 31 a las 11:59 Me olvido de un coñazo de gente ,0.55
"  Vaya pedazo gilipollas estas hecho.
A lo mejor quien tiene alergia al jabón eres Tú des… ",0.725
"   Depravado y aberrante, que el CNE le vaya a quitar la personeria juridic… ",0.25
" Más jala bola y arrastrado no sepuede ser,aunque entre (que son los mas destacados en seres serviles,entre otros jalabolas en el globo terráqueo al peluquín naranja ",0.625
Te extraño zorra vení!,0.65
invertí en las máquinas más modernas del mundo Nos capacitamos p/usarlas en ItaliaTengo una maestría de negocio,0
Hoy me levante con más caligueva que ayer.,0.375
"La voluntad ciudadana es parte importante dentro de nuestro #PlanDeTrabajo, que contempla 6 programas sociales",0.025
"Ok, jalabolas, no te la vas a coger. ",0.625
"Que manera de robar mis gatos. Primero Fonzo el matambre que se descongelaba, a la media hora Pantro, no sólo aprendió a subir a la mesada, sino que abrió  una caja y se afanó y clavo cuarta empanada de carne",0.075
Oiga no se tan doble hijieputa quite ya esa puta mierdaaa así sea maquillaje no sea tan cerdo guevon... Y mucho menos en NAVIDAD,0.8
"La mamá cirujeada de mi primer novio no me quería, decía que no era de su misma clase social élite y no me merecía a su hijo (el wey no traía carro, embarazó a una tipa andando conmigo y es papá soltero).   Hoy me presentaron como jefa de esta señora.  Qué preciosa vida.",0
"Que me traten mal sin razón, si estoy sensible capaz me largo a llorar xd",0.025
Ridiculo !!!! El idiota no sabe en la mierda que tienes sumido al país,0.7
   Bolsa!! Respetate a ti mismo primero. Deja de arrastrate y lamerle la suela… ,0.8
No estaban! Era lógico.   Y las pones de 1 y 2 en los penales.   Pendejo el DT.  PENDEJAZO!!!! ,0.6
  Viejita fea pluma pagada,0.5
"La prensa no vas a hacer mierda, se van a burlar de nosotros, los periodistas de backus nos patearan en el piso. Quien sino nosotros para blindar al equipo? Queda una final más, y a morir con los nuestros. ",0.5
NO MARICO NO PUEDE SER ,0.35
"un dia vas a tener a esa persona los domingos, se van a despertar tarde, van a preparar el desayuno y van a volver adormir",0.125
       Regalada jajjajajjaajjajajaj… ,0.85
"  Si este mamarracho es presidente, la Argentina desaparece en 2 meses...",0.55
"Uno de mis primos es gay, y su novio está bien guapo. Equiumi?",0.375
"Se repetirá la misma historia de siempre? Quienes se trasladen a Caracas serán detenidos a mitad de camino? Entonces no estarán ni en Caracas ni en su ciudad. Hay que organizarse en cada ciudad y por el contrario, ingeniárselas para detener el movimiento chavista hacia Caracas. ",0.05
"Conocemos a tanta gente tan mierda en la vida, que cuando conocemos a alguien buena gente, uno la piensa como que ¿Nojoda no será embuste?",0.625
" : A Almagro, el arrastrado, solo le falta que lo bote pal carajo la mujer y los hijos  por servil, lamebolas y arrastrado",0.875
"Vaya coincidencia: narcotráfico, robo de vehículos y 20 millones de pesos en efectivo le encontraron a comunid…Vaya coincidencia: narcotráfico, robo de vehículos y 20 millones de pesos en efectivo le encontraron a comunidades mapuches en Victoria, Ercilla y Temuco, las zonas con más terrorismo en La Araucanía y donde murió Catrillanca",0
Te dicen las cosas y sigues de necio,0.2
  Ah los empresario... Cambiate ese chip tu tambien gafo!,0.675
Estos medios son necesarios. Entre la defensa (porra) y el arma no hay ningún medio intermedio. O le das con la porra a riesgo de que te dé un machetazo o le pegas un tiro. ,0.25
  Mi arrechera no es normal asi que block por pajuo,0.75
OYE CONCHUDO DE M. Lo MÍNIMO QUE DEBE HACER ES HABLAR . Usted y sus matones. Se van a podrir en el infierno por el daño causado a nuestro gente pobre. Desgraciado. En la carcel te queremos ver,0.625
 Redes neuronales artificiales y sus aplicaciones en beneficio humano - Ciencia UNAM ,0
"Estado  oportunista. proxeneta . estúpido  e infernal-. #elpeorpresidente -  No dan , la discusión sobre los derechos de las prostitutas no garantizan trabajo dignidad a todo el trabajo sexual y si quieren que ""pongan el sexo"" para pagar impuestos. . ",0.3
 ¡me cago en tu puta vida desgraciado! JAJAJAJAJA,0.75
"  Cualquiera? Cualquier DEGENERADO, querras decir!",0.5
"Debo decirlo: no hay ningún mamarracho poniéndole una grabadora al Presidente en momentos de crisis; esas las graba el Estado, por eso después las desclasifica el Estado, por intermedio de un Gobierno. ¿Cuántos audios de seguridad pública del anterior gobierno son públicos? ",0.375
" A mi abuela que vive en Colombia y llevo 9 años sin verla.
Sería una felicidad inmensa volverla a abrazar ️",0.05
 No te da verguenza subir un video de este ex cura degenerado?????,0.375
"Celebramos el Día Nacional del Escritor, reconociendo el trabajo que realizan los hombres y mujeres de las letras, en defensa de la palabra como trinchera de lucha, para la formación de ideas que apunten a la construcción de la nueva conciencia colectiva. ¡Felicidades! ",0.075
Si eres gafo maldito imbécil. Chavez y Maduro si invirtieron  en gasto social y educativo. Las personas más preparadas de la época actual son los que estudiaron para esa fecha. Imbecil. La ignorancia no tiene límites ,0.875
El comentario de Pancho Esparza “Dinero a la basura para partidos políticos” ,0.2
" Los gringos están bien pelados, esa Berga ed muestra y ojo soy escuálido hastaa muerte.",0.675
"Qué bueno este aviso de #Gillette. Sí, me parece bien que las marcas se adapten a los tiempos históricos.",0.025
"El mal siempre se nutre de sangre inocente y para ser efectivo debe vestirse de ""buena intención"". Al final alguien deja de existir y no es precisamente el violador",0.125
"¿Qué es peor?  ¿Compartir como noticia una nota de agosto?  ¿Decir que es ""excelente noticia"" aumentar el presupuesto a ciencia y tecnología a pesar de que el presidente no cumplió y envió una propuesta para recortarlo 14%?  ¿Intentar ocultar que votaste a favor de esa reducción? ",0
"Un nutriente importante que puede ser prometedor en la guerra contra el trastorno de pérdida de memoria, el Alzheim… ",0
Como decía Pepe: reiros y que les den mucho por culo a esos cabrones Nanit,0.7
"Es probable que este tuit se pierda, es posible que no lo vea, pero por si caso... Enhorabuena lo que has hecho este año en el dakar ha sido grandioso, no he dejado pasar ni una conexión, una crónica, un comentario, una nota de prensa. Si fuera niña, querría ser tú...",0
Fav si le blanqueo a la nutriciónista que lo nuestro va a ser imposible porque fumo mucha marihuana,0.125
"Elementos de Protección Civil y Bomberos de #SanPedroCholula, #SanAndrésCholula y #Puebla liquidan en su totalidad el incendio de la fábrica de madera, dejando el lugar sin riesgo",0.075
"Conozco el modelo que tengo en casa, que está hundido a los 6 meses y vuestro servicio de atencion al cliente no coge el telefono esperando a que nos cansemos y nos quedemos con él. No lo vais a conseguir, se enterará Consumo y toda España porque escribo en Cinco Días.",0
espérate sentadito cuando te apuñaken por la espalda yo fui generoso tanto ahí como si fuera mi hijo y el desgraciado me apuñalo,0.3
" Enderson Franco fue una baja muy importante, un pitcher muy efectivo para La Nave #Magallanes",0
 Q mostruo. Enfermo.depravado.,0.925
si eres ridiculo viejo guevon. Cuantos fueron a votar y cuantos partidos participaron? Ya nadie cree en sus mentiras de mierda ni en su socialismo para pendejos! Tú serás uno de los primeros en podrirte en la carcel cuando la tiranía caiga! ,0.8
hdp ¡ Malnacido,0.925
"Estoy volviendo al ruedo luego de varias horas al día.  Y como digo siempre si quieren algo tienen que pelearlo, nadie se los va a poner fácil.  Me siento identificado con algo que puso hace poco, el dijo que no nació con el talento, sino que lo trabajo.",0.075
LOS LIMITES ACTUALES DE LAS T/C SON UNA COMIQUITA TANTO QUE NO PODEMOS NO UTILIZAR LAS MISMAS SI DICHOS LIMITES NOS LIMITAN A NO SU USO.,0.075
"    Órale, que desgraciado tu comentario.  Come un poquito de miel.",0.25
 :  Y entonces presidente el pueblo es un pendejo ahora tambien me tildan de escuálido .. por cosas como estas,0.65
" : Ya esta, se armo una grieta enorme que se venia formando hace rato. Están con las pibas o estan con los soretes. ",0
" : Marchetti, el engendro casado con el engendro de Donda, es un pervertido, un depravado, lo raro es que haya gente que lo admira",0.85
